CensusTract,SchoolYear,GradeLevel,Count,PreviousGrade,PreviousYear,PreviousThreeYear,PreviousFiveYear,OneYearPercentGrowth,OneYearGrowth,ThreeYearPercentGrowth,ThreeYearGrowth,FiveYearPercentGrowth,FiveYearGrowth,LongTract,Zip,Y,NeighborCount,NeighborPreviousCount,NeighborPreviousThreeCount,NeighborOneYearPercentGrowth,NeighborOnYearGrowth,NeighborThreeYearPercentGrowth,NeighborThreeYearGrowth
238,2007,1,0,1,2,5,5,-1,-2,-1,-5,-1,-5,36047023800,11204,1,26,21,36,0.238095,5,-0.277778,-10
238,2007,5,0,1,0,5,5,0,0,-1,-5,-1,-5,36047023800,11204,0,23,30,29,-0.233333,-7,-0.206897,-6
238,2008,1,0,8,0,3,3,0,0,-1,-3,-1,-3,36047023800,11204,1,17,26,30,-0.346154,-9,-0.433333,-13
238,2008,2,0,0,3,2,2,-1,-3,-1,-2,-1,-2,36047023800,11204,1,20,21,34,-0.047619,-1,-0.411765,-14
238,2008,3,0,0,3,1,1,-1,-3,-1,-1,-1,-1,36047023800,11204,0,22,24,26,-0.083333,-2,-0.153846,-4
238,2009,3,0,1,0,1,1,0,0,-1,-1,-1,-1,36047023800,11204,0,18,22,33,-0.181818,-4,-0.454545,-15
238,2009,5,0,1,1,0,0,-1,-1,0,0,0,0,36047023800,11204,0,26,28,30,-0.071429,-2,-0.133333,-4
298,2001,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,9,9,9,0,0,0,0
298,2001,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,24,24,24,0,0,0,0
298,2001,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,20,20,20,0,0,0,0
298,2001,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,18,18,18,0,0,0,0
298,2001,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,12,12,12,0,0,0,0
298,2001,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,19,19,0,0,0,0
298,2002,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,18,9,18,1,9,0,0
298,2002,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,10,24,10,-0.583333,-14,0,0
298,2002,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,20,19,-0.05,-1,0,0
298,2002,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,15,18,15,-0.166667,-3,0,0
298,2002,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,15,12,15,0.25,3,0,0
298,2002,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,19,13,-0.315789,-6,0,0
298,2003,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,17,18,17,-0.055556,-1,0,0
298,2003,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,10,19,0.9,9,0,0
298,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,12,19,12,-0.368421,-7,0,0
298,2003,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,15,19,0.266667,4,0,0
298,2003,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,18,15,18,0.2,3,0,0
298,2003,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,17,13,17,0.307692,4,0,0
298,2004,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,15,17,9,-0.117647,-2,0.666667,6
298,2004,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,20,19,24,0.052632,1,-0.166667,-4
298,2004,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,16,12,20,0.333333,4,-0.2,-4
298,2004,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,10,19,18,-0.473684,-9,-0.444444,-8
298,2004,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,21,18,12,0.166667,3,0.75,9
298,2004,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,17,19,0.117647,2,0,0
298,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,15,18,-0.133333,-2,-0.277778,-5
298,2005,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,17,20,10,-0.15,-3,0.7,7
298,2005,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,18,16,19,0.125,2,-0.052632,-1
298,2005,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,10,15,0.9,9,0.266667,4
298,2005,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,9,21,15,-0.571429,-12,-0.4,-6
298,2005,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,19,19,13,0,0,0.461538,6
298,2006,1,0,1,0,0,0,0,0,0,0,0,0,36047029800,11214,0,14,17,19,-0.176471,-3,-0.263158,-5
298,2006,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,16,18,12,-0.111111,-2,0.333333,4
298,2006,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,15,19,19,-0.210526,-4,-0.210526,-4
298,2006,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,22,9,18,1.444444,13,0.222222,4
298,2006,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,10,19,17,-0.473684,-9,-0.411765,-7
298,2007,0,0,0,1,0,0,-1,-1,0,0,0,0,36047029800,11214,0,13,19,15,-0.315789,-6,-0.133333,-2
298,2007,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,18,14,20,0.285714,4,-0.1,-2
298,2007,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,16,16,-0.1875,-3,-0.1875,-3
298,2007,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,14,15,10,-0.066667,-1,0.4,4
298,2007,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,17,22,21,-0.227273,-5,-0.190476,-4
298,2007,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,20,10,19,1,10,0.052632,1
298,2008,0,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,9,13,13,-0.307692,-4,-0.307692,-4
298,2008,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,18,17,-0.277778,-5,-0.235294,-4
298,2008,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,16,13,18,0.230769,3,-0.111111,-2
298,2008,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,14,14,19,0,0,-0.263158,-5
298,2008,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,17,9,-0.235294,-4,0.444444,4
298,2008,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,16,20,19,-0.2,-4,-0.157895,-3
298,2009,0,0,0,0,1,1,0,0,-1,-1,-1,-1,36047029800,11214,0,18,9,19,1,9,-0.052632,-1
298,2009,1,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,13,14,0,0,-0.071429,-1
298,2009,2,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,13,16,16,-0.1875,-3,-0.1875,-3
298,2009,3,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,20,14,15,0.428571,6,0.333333,5
298,2009,4,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,17,13,22,0.307692,4,-0.227273,-5
298,2009,5,0,0,0,0,0,0,0,0,0,0,0,36047029800,11214,0,21,16,10,0.3125,5,1.1,11
421,2001,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2001,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2001,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2001,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2001,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2001,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2002,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2003,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2004,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2005,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2006,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2006,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2006,3,0,1,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2006,4,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2006,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2007,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2007,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2007,2,0,0,1,0,0,-1,-1,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2007,4,0,1,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2007,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2008,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2008,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2008,2,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2008,3,0,0,1,0,0,-1,-1,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2008,5,0,1,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,0,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,1,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,2,0,0,0,1,1,0,0,-1,-1,-1,-1,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,3,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,4,0,0,1,0,0,-1,-1,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
421,2009,5,0,0,0,0,0,0,0,0,0,0,0,36047042100,11221,0,0,0,0,0,0,0,0
428,2001,1,0,1,0,0,0,0,0,0,0,0,0,36047042800,11204,0,39,39,39,0,0,0,0
428,2001,3,0,1,0,0,0,0,0,0,0,0,0,36047042800,11204,0,35,35,35,0,0,0,0
428,2001,4,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,29,29,29,0,0,0,0
428,2002,0,0,0,1,0,0,-1,-1,0,0,0,0,36047042800,11204,0,25,31,25,-0.193548,-6,0,0
428,2002,1,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,31,39,31,-0.205128,-8,0,0
428,2002,2,0,0,1,0,0,-1,-1,0,0,0,0,36047042800,11204,0,35,35,35,0,0,0,0
428,2002,3,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,35,35,35,0,0,0,0
428,2002,4,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,33,29,33,0.137931,4,0,0
428,2002,5,0,0,1,0,0,-1,-1,0,0,0,0,36047042800,11204,0,29,30,29,-0.033333,-1,0,0
428,2003,0,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,23,25,23,-0.08,-2,0,0
428,2003,1,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,29,31,29,-0.064516,-2,0,0
428,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,27,35,27,-0.228571,-8,0,0
428,2003,3,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,34,35,34,-0.028571,-1,0,0
428,2003,4,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,36,33,36,0.090909,3,0,0
428,2003,5,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,36,29,36,0.241379,7,0,0
428,2004,0,0,0,0,1,1,0,0,-1,-1,-1,-1,36047042800,11204,0,28,23,31,0.217391,5,-0.096774,-3
428,2004,1,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,21,29,39,-0.275862,-8,-0.461538,-18
428,2004,2,0,0,0,1,1,0,0,-1,-1,-1,-1,36047042800,11204,0,29,27,35,0.074074,2,-0.171429,-6
428,2004,3,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,24,34,35,-0.294118,-10,-0.314286,-11
428,2004,4,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,34,36,29,-0.055556,-2,0.172414,5
428,2004,5,0,0,0,1,1,0,0,-1,-1,-1,-1,36047042800,11204,0,33,36,30,-0.083333,-3,0.1,3
428,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,28,28,25,0,0,0.12,3
428,2005,1,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,30,21,31,0.428571,9,-0.032258,-1
428,2005,2,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,24,29,35,-0.172414,-5,-0.314286,-11
428,2005,3,0,0,0,0,0,0,0,0,0,0,0,36047042800,11204,0,29,24,35,0.208333,5,-0.171429,-6
78,2003,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,74,71,74,0.042254,3,0,0
78,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,79,91,79,-0.131868,-12,0,0
78,2003,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,84,72,84,0.166667,12,0,0
78,2003,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,63,59,63,0.067797,4,0,0
78,2003,5,0,0,1,0,0,-1,-1,0,0,0,0,36047007800,11220,0,54,55,54,-0.018182,-1,0,0
78,2004,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,56,72,71,-0.222222,-16,-0.211268,-15
78,2004,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,76,74,85,0.027027,2,-0.105882,-9
78,2004,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,70,79,71,-0.113924,-9,-0.014085,-1
78,2004,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,72,84,64,-0.142857,-12,0.125,8
78,2004,4,0,0,0,1,1,0,0,-1,-1,-1,-1,36047007800,11220,0,77,63,70,0.222222,14,0.1,7
78,2004,5,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,52,54,70,-0.037037,-2,-0.257143,-18
78,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,67,56,73,0.196429,11,-0.082192,-6
78,2005,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,63,76,71,-0.171053,-13,-0.112676,-8
78,2005,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,77,70,91,0.1,7,-0.153846,-14
78,2005,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,61,72,72,-0.152778,-11,-0.152778,-11
78,2005,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,65,77,59,-0.155844,-12,0.101695,6
78,2005,5,0,0,0,1,1,0,0,-1,-1,-1,-1,36047007800,11220,0,78,52,55,0.5,26,0.418182,23
78,2006,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,55,67,72,-0.179104,-12,-0.236111,-17
78,2006,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,67,63,74,0.063492,4,-0.094595,-7
78,2006,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,56,77,79,-0.272727,-21,-0.291139,-23
78,2006,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,79,61,84,0.295082,18,-0.059524,-5
78,2006,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,58,65,63,-0.107692,-7,-0.079365,-5
78,2006,5,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,66,78,54,-0.153846,-12,0.222222,12
78,2007,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,46,55,56,-0.163636,-9,-0.178571,-10
78,2007,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,58,67,76,-0.134328,-9,-0.236842,-18
78,2007,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,69,56,70,0.232143,13,-0.014286,-1
78,2007,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,57,79,72,-0.278481,-22,-0.208333,-15
78,2007,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,69,58,77,0.189655,11,-0.103896,-8
78,2007,5,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,59,66,52,-0.106061,-7,0.134615,7
78,2008,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,62,46,67,0.347826,16,-0.074627,-5
78,2008,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,58,58,63,0,0,-0.079365,-5
78,2008,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,63,69,77,-0.086957,-6,-0.181818,-14
78,2008,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,70,57,61,0.22807,13,0.147541,9
78,2008,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,58,69,65,-0.15942,-11,-0.107692,-7
78,2008,5,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,60,59,78,0.016949,1,-0.230769,-18
78,2009,0,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,66,62,55,0.064516,4,0.2,11
78,2009,1,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,82,58,67,0.413793,24,0.223881,15
78,2009,2,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,71,63,56,0.126984,8,0.267857,15
78,2009,3,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,60,70,79,-0.142857,-10,-0.240506,-19
78,2009,4,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,61,58,58,0.051724,3,0.051724,3
78,2009,5,0,0,0,0,0,0,0,0,0,0,0,36047007800,11220,0,61,60,66,0.016667,1,-0.075758,-5
80,2001,1,0,1,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,8,8,0,0,0,0
80,2001,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,5,5,0,0,0,0
80,2001,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,6,6,0,0,0,0
80,2001,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,10,10,10,0,0,0,0
80,2001,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,9,9,9,0,0,0,0
80,2002,0,0,0,1,0,0,-1,-1,0,0,0,0,36047008000,11220,0,8,4,8,1,4,0,0
80,2002,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,3,8,3,-0.625,-5,0,0
80,2002,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,7,5,7,0.4,2,0,0
80,2002,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,7,6,7,0.166667,1,0,0
80,2002,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,4,10,4,-0.6,-6,0,0
80,2002,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,9,8,-0.111111,-1,0,0
80,2003,0,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,8,5,-0.375,-3,0,0
80,2003,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,3,8,1.666667,5,0,0
80,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,4,7,4,-0.428571,-3,0,0
80,2003,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,11,7,11,0.571429,4,0,0
80,2003,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,7,4,7,0.75,3,0,0
80,2003,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,3,8,3,-0.625,-5,0,0
80,2004,0,0,0,0,1,1,0,0,-1,-1,-1,-1,36047008000,11220,0,3,5,4,-0.4,-2,-0.25,-1
80,2004,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,8,8,0,0,0,0
80,2004,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,4,5,0.25,1,0,0
80,2004,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,11,6,-0.545455,-6,-0.166667,-1
80,2004,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,11,7,10,0.571429,4,0.1,1
80,2004,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,4,3,9,0.333333,1,-0.555556,-5
80,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,7,3,8,1.333333,4,-0.125,-1
80,2005,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,8,3,-0.25,-2,1,3
80,2005,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,10,5,7,1,5,0.428571,3
80,2005,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,5,7,0,0,-0.285714,-2
80,2005,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,11,4,-0.545455,-6,0.25,1
80,2005,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,12,4,8,2,8,0.5,4
80,2006,0,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,4,7,5,-0.428571,-3,-0.2,-1
80,2006,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,7,6,8,0.166667,1,-0.125,-1
80,2006,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,10,4,-0.4,-4,0.5,2
80,2006,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,9,5,11,0.8,4,-0.181818,-2
80,2006,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,4,5,7,-0.2,-1,-0.428571,-3
80,2006,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,12,3,-0.5,-6,1,3
80,2007,0,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,4,3,1,4,1.666667,5
80,2007,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,5,7,8,-0.285714,-2,-0.375,-3
80,2007,2,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,8,6,5,0.333333,2,0.6,3
80,2007,3,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,9,5,-0.333333,-3,0.2,1
80,2007,4,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,11,4,11,1.75,7,0,0
80,2007,5,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,6,4,0,0,0.5,2
80,2008,0,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,6,8,7,-0.25,-2,-0.142857,-1
80,2008,1,0,0,0,0,0,0,0,0,0,0,0,36047008000,11220,0,10,5,6,1,5,0.666667,4
18,2001,0,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,92,92,92,0,0,0,0
18,2001,1,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,102,102,102,0,0,0,0
18,2001,3,0,1,0,0,0,0,0,0,0,0,0,36047001800,11220,0,89,89,89,0,0,0,0
18,2001,4,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,90,90,90,0,0,0,0
18,2001,5,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,92,92,92,0,0,0,0
18,2002,0,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,91,92,91,-0.01087,-1,0,0
18,2002,1,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,94,102,94,-0.078431,-8,0,0
18,2002,2,0,0,1,0,0,-1,-1,0,0,0,0,36047001800,11220,0,110,102,110,0.078431,8,0,0
18,2002,4,0,1,0,0,0,0,0,0,0,0,0,36047001800,11220,0,84,90,84,-0.066667,-6,0,0
18,2002,5,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,80,92,80,-0.130435,-12,0,0
18,2003,1,0,1,0,0,0,0,0,0,0,0,0,36047001800,11220,0,97,94,97,0.031915,3,0,0
18,2003,2,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,94,110,94,-0.145455,-16,0,0
18,2003,5,0,1,0,0,0,0,0,0,0,0,0,36047001800,11220,0,75,80,75,-0.0625,-5,0,0
18,2004,0,0,0,1,0,0,-1,-1,0,0,0,0,36047001800,11220,0,75,89,92,-0.157303,-14,-0.184783,-17
18,2004,2,0,1,0,1,1,0,0,-1,-1,-1,-1,36047001800,11220,0,94,94,102,0,0,-0.078431,-8
18,2004,3,0,0,1,0,0,-1,-1,0,0,0,0,36047001800,11220,0,96,108,89,-0.111111,-12,0.078652,7
18,2004,4,0,0,1,0,0,-1,-1,0,0,0,0,36047001800,11220,0,102,93,90,0.096774,9,0.133333,12
18,2005,0,0,0,0,0,0,0,0,0,0,0,0,36047001800,11220,0,89,75,91,0.186667,14,-0.021978,-2
